"","year","country_name","country_name_short","vot_cd","vot_ci","vot_ei","vot_ed","lab_left","lab_right","start_date","left_cabin","gdp_per","pol_pol","pol_viol","pub_serv_rural","urb_pop","avr_educ","age_stand_death","total_death","total_death_rate","per_foreign_pop","var_lab_right","var_lab_left","prev_left_cab","var_gdp","var_death","var_tot_death"
"482",1979,"Spain","ESP",9.084,11.0033333333333,3.3325,2.11,3.84085714285714,1.67133333333333,1979-04-05,"0",9.52,1.857,3,2.2,17351.96,7.247,NA,NA,NA,NA,-2.63866666666667,-0.512892857142857,"0",0.0199999999999996,NA,NA
"483",1982,"Spain","ESP",8.348,24.5,1.84333333333333,0,3.74742857142857,1.65533333333333,1982-12-02,"1",9.55,1,2.833,2.667,17937.68,7.562,NA,NA,NA,NA,-0.0159999999999998,-0.0934285714285714,"0",0.0300000000000011,NA,NA
"484",1986,"Spain","ESP",7.11166666666667,44.33,1.87,0,3.49883333333333,0.8838,1986-07-25,"1",9.63,0.857,2.833,2.667,18718.64,8.006,NA,NA,NA,NA,-0.771533333333333,-0.248595238095238,"1",0.0800000000000001,NA,NA
"485",1989,"Spain","ESP",8.27555555555556,16.712,2.74,0,2.30527272727273,0,1989-12-05,"1",9.82,0.857,2.833,2.667,19304.36,8.339,NA,NA,NA,NA,-0.8838,-1.19356060606061,"1",0.19,NA,NA
"486",1993,"Spain","ESP",6.43142857142857,13.4866666666667,5.255,0,1.13745454545455,0,1993-07-09,"1",9.91,0.857,2.667,2.667,20085.32,8.765,1.01,420,1.06,NA,0,-1.16781818181818,"1",0.0899999999999999,NA,NA
"487",1996,"Spain","ESP",9.272,9.9225,4.08666666666667,0,1.52342857142857,1.32,1996-05-05,"0",10.01,1.25,2.667,2.833,20671.04,9.08,0.92,396,0.99,NA,1.32,0.385974025974026,"1",0.0999999999999996,-0.09,-24
"488",2000,"Spain","ESP",13.0325,9.225,1.9325,0,1.7493,2.335,2000-04-26,"0",10.2,1.25,2.429,2.833,21452,9.5,0.95,431,1.06,NA,1.015,0.225871428571429,"0",0.19,0.0299999999999999,35
"489",2004,"Spain","ESP",17.074,18.064,2.566,0,0.300909090909091,0.641,2004-04-17,"1",10.31,1.25,2,2.833,NA,9.804,1.37,650,1.51,7,-1.694,-1.44839090909091,"0",0.110000000000001,0.42,219
"490",2008,"Spain","ESP",9.25,22.765,2.325,0,0.8667,0,2008-04-12,"1",10.4,1.375,1.857,3,NA,10.108,0.8,418,0.91,11.1,-0.641,0.565790909090909,"1",0.0899999999999999,-0.57,-232
"491",2011,"Spain","ESP",10.568,10.54,2.89666666666667,0,3.87161538461538,0,2011-12-21,"0",10.36,1.625,0.857,3,NA,10.26,0.7,375,0.8,11.4,0,3.00491538461538,"1",-0.0400000000000009,-0.1,-43
"492",2015,"Spain","ESP",9.286,12.2,4.866,0,3.69608333333333,2.632,2015-12-20,"0",10.37,2,0.375,3,NA,10.26,0.62,332,0.72,9.7,2.632,-0.175532051282051,"0",0.00999999999999979,-0.08,-43
"493",2016,"Spain","ESP",9.924,12.645,5.275,0,3.61333333333333,3.448,2016-06-26,"0",10.31,2,0.375,3,NA,10.26,0.62,331,0.71,9.5,0.816,-0.0827500000000003,"0",-0.0599999999999987,0,-1
"494",2019,"Spain","ESP",6.805,17.1033333333333,3.52333333333333,10.5166666666667,4.53556,2.1005,2019-04-28,"1",NA,2,0.375,3,NA,10.26,NA,NA,NA,10.4,-1.3475,0.922226666666667,"0",NA,NA,NA
"495",1944,"Sweden","SWE",14.1,46.5,5.25,0,0,0,1944-09-17,"1",8.99,1.167,0.333,2.857,1695.24,7.062,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"496",1948,"Sweden","SWE",15.8,23.1,6.3,0,0,0,1948-11-19,"1",9.19,1,0.429,2.857,1787.08,7.274,NA,NA,NA,NA,0,0,"1",0.199999999999999,NA,NA
"497",1952,"Sweden","SWE",16.5,23.05,4.3,0,1.1,0,1952-09-21,"1",9.32,0.857,0.429,3,1847.72,7.602,NA,NA,NA,NA,0,1.1,"1",0.130000000000001,NA,NA
"498",1956,"Sweden","SWE",16.8,22.3,5,0,0.666666666666667,0,1956-09-26,"1",9.43,0.857,0.429,3,1877.16,8.046,NA,NA,NA,NA,0,-0.433333333333333,"1",0.109999999999999,NA,NA
"499",1958,"Sweden","SWE",16.8,23.1,3.4,0,0.15,0,1958-06-01,"1",9.46,0.857,0.429,3.143,1891.88,8.268,NA,NA,NA,NA,0,-0.516666666666667,"1",0.0300000000000011,NA,NA
"500",1960,"Sweden","SWE",15.9,47.8,4.5,0,0,0,1960-09-18,"1",9.54,0.857,0.429,3.286,1906.6,8.49,NA,NA,NA,NA,0,-0.15,"1",0.0799999999999983,NA,NA
"501",1964,"Sweden","SWE",7.91666666666667,47.3,5.2,0,0.125,0,1964-09-20,"1",9.73,0.857,0.429,3.286,1936.04,8.978,NA,NA,NA,NA,0,0.125,"1",0.190000000000001,NA,NA
"502",1968,"Sweden","SWE",7.83333333333333,50.1,3,0,0.375,0,1968-09-15,"1",9.82,1,0.429,3.286,1965.48,9.466,NA,NA,NA,NA,0,0.25,"1",0.0899999999999999,NA,NA
"503",1970,"Sweden","SWE",12.35,45.3,4.8,0,2.225,0,1970-09-20,"1",9.92,0.857,0.429,3.571,1980.2,9.71,NA,NA,NA,NA,0,1.85,"1",0.0999999999999996,NA,NA
"504",1973,"Sweden","SWE",12.65,43.6,5.3,0,0.825,0,1973-09-16,"1",9.98,0.857,0.571,3.571,2002.28,10.091,NA,NA,NA,NA,0,-1.4,"1",0.0600000000000005,NA,NA
"505",1976,"Sweden","SWE",13.05,42.7,4.7,0,1.275,0,1976-10-07,"0",10.03,0.857,0.571,3.571,2024.36,10.472,NA,NA,NA,NA,0,0.45,"1",0.0499999999999989,NA,NA
"506",1979,"Sweden","SWE",12.6,43.2,5.6,0,0.625,0,1979-10-11,"0",10.06,0.857,0.571,3.571,2046.44,10.853,NA,NA,NA,NA,0,-0.65,"0",0.0300000000000011,NA,NA
"507",1982,"Sweden","SWE",11.7,23.65,5.5,0,0.6,0.4,1982-10-07,"1",10.09,0.857,0.571,3.571,2068.52,11.15,NA,NA,NA,NA,0.4,-0.025,"0",0.0299999999999994,NA,NA
"508",1985,"Sweden","SWE",15.9666666666667,23.1,5.4,0,0.325,0,1985-09-15,"1",10.16,1,0.714,3.571,2090.6,11.405,NA,NA,NA,NA,-0.4,-0.275,"1",0.0700000000000003,NA,NA
"509",1988,"Sweden","SWE",11.175,24.35,5.8,0,0.94,0,1988-09-18,"1",10.22,0.857,0.571,3.571,2112.68,11.66,NA,NA,NA,NA,0,0.615,"1",0.0600000000000005,NA,NA
"510",1991,"Sweden","SWE",11.65,20.55,4.5,6.7,2.9015,0.64025,1991-10-03,"0",10.23,0.857,0.857,3.571,2134.76,11.8,1.51,137,1.59,NA,0.64025,1.9615,"1",0.00999999999999979,NA,NA
"511",1994,"Sweden","SWE",10.35,25.15,6.2,1.2,2.0455,0.2912,1994-10-06,"1",10.22,0.857,0.571,3.429,2156.84,11.71,1.36,126,1.44,NA,-0.34905,-0.856,"0",-0.00999999999999979,-0.15,-11
"512",1998,"Sweden","SWE",11.1225,20.435,11.99,0,0.793333333333333,0.40075,1998-10-07,"1",10.35,0.857,0.714,3.429,2186.28,11.59,1.32,122,1.39,NA,0.10955,-1.25216666666667,"1",0.129999999999999,-0.04,-4
"513",2002,"Sweden","SWE",11,22.25,8.4,1.44,4.86633333333333,1.01625,2002-10-21,"1",10.48,0.857,0.714,3.429,NA,11.594,1.24,116,1.31,5.3,0.6155,4.073,"1",0.130000000000001,-0.0800000000000001,-6
"514",2006,"Sweden","SWE",12.025,20.2,5.8,2.9,3.07725,1.04266666666667,2006-10-05,"0",10.62,0.857,0.714,3.5,NA,11.722,1.17,112,1.23,5.3,0.0264166666666668,-1.78908333333333,"1",0.139999999999999,-0.0700000000000001,-4
"515",2010,"Sweden","SWE",12.32,19,5.6,5.7,3.783,0.263666666666667,2010-09-19,"0",10.66,0.857,0.857,3.5,NA,11.85,1.12,111,1.19,6.4,-0.779,0.70575,"0",0.0400000000000009,-0.0499999999999998,-1
"516",2014,"Sweden","SWE",9.42625,19.375,6.01,11.265,12.626,7.0565,2014-10-02,"1",10.66,0.857,0.714,3.5,NA,11.85,1.07,111,1.14,7.2,6.79283333333333,8.843,"0",0,-0.05,0
"517",2018,"Sweden","SWE",10.065,16.335,8,17.53,8.85883333333333,7.3605,2018-09-09,"1",10.73,1.286,0.857,3.5,NA,11.85,NA,NA,NA,9,0.304,-3.76716666666667,"1",0.0700000000000003,NA,NA
"518",1983,"Turkey","TUR",45.14,30.46,0,23.2658,3,2.3,1983-12-13,"0",8.78,2.5,1.556,2.1,20957.38,4.548,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"519",1987,"Turkey","TUR",27.7225,16.6345,0,5.0455,7.6,3.23333333333333,1987-12-21,"0",8.97,2.375,2,2.1,23092.82,4.972,NA,NA,NA,NA,0.933333333333334,4.6,"0",0.190000000000001,NA,NA
"520",1991,"Turkey","TUR",25.52,15.75,0,16.879,4.3685,2.12733333333333,1991-11-20,"0",9.07,2.5,2.889,2.1,25228.26,5.391,4.09,2202,3.99,NA,-1.106,-3.2315,"0",0.0999999999999996,NA,NA
"521",1995,"Turkey","TUR",19.4175,12.6725,4.165,14.778,3.1115,0.68475,1996-03-06,"0",9.21,2.5,3.111,2.1,27363.7,5.795,8.82,5206,8.84,NA,-1.44258333333333,-1.257,"0",0.140000000000001,4.73,3004
"522",1999,"Turkey","TUR",12.615,15.45,4.75,11.6166666666667,2.22775,0.759,1999-05-28,"1",9.32,2.375,3.111,2.1,29499.14,6.199,5.17,3286,5.24,NA,0.07425,-0.88375,"0",0.109999999999999,-3.65,-1920
"523",2002,"Turkey","TUR",12.86,7.25333333333333,6.22,5.54333333333333,2.081,2.522,2002-11-16,"0",9.37,2.889,1.889,2.3,NA,6.39,2.83,1896,2.9,NA,1.763,-0.14675,"1",0.0499999999999989,-2.34,-1390
"524",2007,"Turkey","TUR",18.14,20.9,0,8.67,1.8095,2.2635,2007-08-29,"0",9.69,3.222,2,2.3,NA,6.615,2.97,2135,3.07,NA,-0.2585,-0.2715,"0",0.32,0.14,239
"525",2011,"Turkey","TUR",25.55,25.98,0,13.01,3.86775,0,2011-07-06,"0",9.79,3.444,2.333,2.3,NA,6.75,3.11,2340,3.19,0.3,-2.2635,2.05825,"0",0.0999999999999996,0.14,205
"526",2015,"Turkey","TUR",30.81,25.135,11.94,14.095,4.788875,0,2015-08-28,"0",9.9,3.778,3,2.3,NA,6.75,3.5,2816,3.6,0.7,0,0.921125,"0",0.110000000000001,0.39,476
"527",2018,"Turkey","TUR",21.985,22.67,11.72,10.545,8.7632,4.316,2018-07-09,"0",9.87,4,2.778,2.3,NA,6.75,NA,NA,NA,1.1,4.316,3.974325,"0",-0.0300000000000011,NA,NA
"528",1945,"United Kingdom","GBR",19.55,14.375,0.3,0,3.25,2.1,1945-07-26,"1",9.33,1.25,1.25,2.571,23536.02,7.47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"529",1950,"United Kingdom","GBR",43.4,18.4666666666667,0.3,0,1.2,1.1,1950-02-28,"1",9.31,1.25,1.25,3,24220.8,7.74,NA,NA,NA,NA,-1,-2.05,"1",-0.0199999999999996,NA,NA
"530",1951,"United Kingdom","GBR",48,17.2333333333333,0.1,0,2,0,1951-10-26,"0",9.34,1.25,1.25,3,24271.164,7.858,NA,NA,NA,NA,-1.1,0.8,"1",0.0299999999999994,NA,NA
"531",1955,"United Kingdom","GBR",49.7,16.4333333333333,0.6,0,0.6,0,1955-05-26,"0",9.44,1.25,1.25,3,24472.62,8.33,NA,NA,NA,NA,0,-1.4,"0",0.0999999999999996,NA,NA
"532",1959,"United Kingdom","GBR",49.4,16.6666666666667,0,0,1.86666666666667,0,1959-10-14,"0",9.48,1.25,1.25,3,24674.076,8.802,NA,NA,NA,NA,0,1.26666666666667,"0",0.0400000000000009,NA,NA
"533",1964,"United Kingdom","GBR",43.4,18.5,0,0,0.7,0,1964-10-16,"1",9.63,1.25,1.25,3,24925.896,9.412,NA,NA,NA,NA,0,-1.16666666666667,"0",0.15,NA,NA
"534",1966,"United Kingdom","GBR",41.9,19.0333333333333,0,0,2.55,0,1966-04-05,"1",9.67,1.25,1.25,3,25026.624,9.658,NA,NA,NA,NA,0,1.85,"1",0.0399999999999991,NA,NA
"535",1970,"United Kingdom","GBR",46.4,13.075,0,0,0,2.6,1970-06-19,"0",9.75,1.25,1.25,3.143,25228.08,10.15,NA,NA,NA,NA,2.6,-2.55,"1",0.0800000000000001,NA,NA
"536",1974,"United Kingdom","GBR",36.9,12.11,0,0.3,5.15,1.4,1974-03-04,"1",9.85,1.25,2,3.143,25429.536,10.666,NA,NA,NA,NA,-1.2,5.15,"0",0.0999999999999996,NA,NA
"537",1979,"United Kingdom","GBR",23.4575,11.1444444444444,0,0.773333333333333,0.35,0.2,1979-05-04,"0",9.95,1.25,2,3.143,25681.356,11.311,NA,NA,NA,NA,-1.2,-4.8,"1",0.0999999999999996,NA,NA
"538",1983,"United Kingdom","GBR",21.45,10.98,0.33,0.85,0.6,0.5,1983-06-09,"0",9.97,1.25,2,3.143,25882.812,11.68,NA,NA,NA,NA,0.3,0.25,"0",0.0200000000000014,NA,NA
"539",1987,"United Kingdom","GBR",21.28,11.12,0.28,0.85,1.55566666666667,0,1987-06-11,"0",10.11,1.25,2,3.143,26084.268,12,NA,NA,NA,NA,-0.5,0.955666666666667,"0",0.139999999999999,NA,NA
"540",1992,"United Kingdom","GBR",21.1,11.12,0.5,0.8,1.81733333333333,0.656,1992-04-09,"0",10.16,1.25,2,3.143,26336.088,12.406,0.98,584,1.01,NA,0.656,0.261666666666666,"0",0.0500000000000007,NA,NA
"541",1997,"United Kingdom","GBR",15.52,12.624,0.41,0.83,0.525333333333333,1.36875,1997-05-02,"1",10.28,1.25,2,3.143,26587.908,12.821,0.9,539,0.93,NA,0.71275,-1.292,"0",0.119999999999999,-0.08,-45
"542",2001,"United Kingdom","GBR",11.3,12.42,0.7,0.8,1.7375,1.1875,2001-06-07,"1",10.39,1.25,1.25,3.143,NA,13.093,0.88,535,0.91,4,-0.18125,1.21216666666667,"1",0.110000000000001,-0.02,-4
"543",2005,"United Kingdom","GBR",11.8333333333333,11.96,0.8,0.5,1.311,1.3105,2005-05-06,"1",10.48,1.25,1,3.143,NA,13.185,0.78,491,0.81,4.7,0.123,-0.4265,"1",0.0899999999999999,-0.1,-44
"544",2010,"United Kingdom","GBR",13.2666666666667,10.94,0.8,1.9,4.06,1.46,2010-05-11,"0",10.46,1.25,0.75,3.143,NA,13.3,0.68,453,0.72,7.2,0.1495,2.749,"1",-0.0199999999999996,-0.1,-38
"545",2015,"United Kingdom","GBR",12.595,8.798,2.17,0.37,3.45022222222222,0.2185,2015-05-08,"0",10.52,1.6,0.8,3.143,NA,13.3,0.61,423,0.65,8.6,-1.2415,-0.609777777777778,"0",0.0599999999999987,-0.0700000000000001,-30
"546",2017,"United Kingdom","GBR",15.05,12.715,1.165,0,4.494,2.774,2017-06-11,"0",10.54,2.167,1.167,3.143,NA,13.3,NA,NA,NA,9.3,2.5555,1.04377777777778,"0",0.0199999999999996,NA,NA
"547",2019,"United Kingdom","GBR",8.35857142857143,9.71555555555556,4.0175,16.805,4.021125,4.171,2019-12-13,"0",NA,2.167,0.833,3.125,NA,13.3,NA,NA,NA,NA,1.397,-0.472875,"0",NA,NA,NA
